x,y,time,steering_angle,speed_mps,cur_lat_dist_abs,trg_way_lon_dist
-7.2120,10.7379,110.5000,0.0800,4.7966,0.3666,7.0946
-7.6430,10.7335,111.0000,0.0814,4.0921,0.3564,6.7060
-8.0378,10.7121,111.5000,0.0821,4.0921,0.3819,6.3177
-8.4444,10.6737,112.0000,0.0958,3.7943,0.5752,6.6858
-8.8682,10.6171,112.5000,0.0962,3.7943,0.5641,6.2959
-9.2659,10.5452,113.0000,0.0963,3.7943,0.8087,5.9057
-9.6728,10.4533,113.4999,0.1036,2.7973,0.8476,6.3578
-10.0561,10.3500,113.9999,0.0687,2.7973,1.0172,4.2991
-10.4324,10.2289,114.5000,0.0969,1.5000,1.2224,4.7238
-10.8346,10.0906,114.9999,-0.0600,1.5000,1.3552,2.7330
-11.2346,9.9319,115.5000,0.0697,3.8245,1.5293,3.0507
-11.6345,9.7984,116.0000,0.1297,4.0684,1.3949,6.1789
-12.0176,9.6592,116.5000,0.1232,4.0684,1.0983,6.7176
-12.3888,9.4942,117.0000,0.1238,4.0684,0.9416,6.3572
-12.7585,9.3023,117.5000,0.1242,4.3872,0.7339,5.9522
-13.1075,9.0949,118.0001,0.1211,4.3872,0.5324,6.4593
-13.4499,8.8655,118.5000,0.1326,4.7869,0.5922,6.7913
-13.7808,8.6191,119.0000,0.1539,4.7869,0.2533,6.8969
-14.0957,8.3561,119.5000,0.1548,4.7869,0.3500,6.5349
-14.3987,8.0650,120.0000,0.2758,4.7975,0.2137,6.6746
-14.6790,7.7615,120.5000,0.2780,4.7975,0.2113,6.5167
-14.9015,7.4426,120.9999,0.2716,4.7895,0.3482,6.8560
-15.0920,7.0771,121.4999,0.2734,4.7895,0.0648,6.6961
-15.2356,6.6976,122.0000,0.2756,4.7895,0.4695,6.5093
-15.3312,6.3221,122.5004,0.2614,4.7740,0.2930,7.0071
-15.3864,5.9176,123.0000,0.2636,4.7740,0.5139,6.8123
-15.4008,5.5106,123.5000,0.2661,4.7409,0.7448,6.5986
-15.3730,5.0967,124.0000,0.2469,4.7409,0.9161,7.1894
-15.3092,4.7287,124.5000,0.2488,4.7409,1.1983,6.9831
-15.2047,4.3299,124.9999,0.2511,4.3755,1.5124,6.7367
-15.0793,3.9797,125.5000,0.2532,4.3755,1.7684,6.5005
-14.8966,3.5890,126.0000,0.2296,4.6781,1.7599,7.1385
-14.6803,3.2295,126.5000,0.2314,4.6781,1.3584,6.8470
-14.4585,2.9186,127.0001,0.2332,4.6781,1.0404,6.5766
-14.2001,2.6118,127.5001,0.2080,4.6781,0.8002,7.2116
-13.8918,2.3085,128.0000,0.2091,4.7819,0.5195,6.9114
-13.5746,2.0388,128.4999,0.2105,4.7819,0.1364,6.5790
-13.2560,1.8063,129.0000,0.1842,4.7819,0.3429,7.2064
-12.9012,1.5893,129.5000,0.1846,4.7905,0.4222,6.8611
-12.5543,1.4047,130.0020,0.1853,4.7905,0.5289,6.5264
-12.1796,1.2351,130.5000,0.1585,4.7905,0.8346,7.1082
-11.7769,1.0874,131.0000,0.1582,4.7987,0.8539,6.7329
-11.3862,0.9670,131.5000,0.1338,4.7987,1.0140,7.3070
-10.9702,0.8654,132.0008,0.1330,4.6995,1.1048,6.8979
-10.5409,0.7803,132.5000,0.1106,4.6995,1.1886,7.4225
-10.1203,0.7186,133.0032,0.1096,4.5996,1.2760,7.0056
-9.7811,0.6796,133.5001,0.0617,2.2322,9.9566,9.9566
-9.3411,0.6431,133.9999,0.0595,2.2322,9.5168,9.5168
-8.9112,0.6157,134.5001,0.0584,2.2322,9.1029,9.1029
-8.4830,0.5953,135.0000,0.0578,2.2322,8.6913,8.6913
-8.0766,0.5824,135.5000,0.0573,2.2322,8.2880,8.2880
-7.6582,0.5766,136.0002,0.0568,2.2322,7.8628,7.8628
-7.2339,0.5794,136.5000,0.0563,2.2322,7.4486,7.4486
-6.8069,0.5913,137.0000,0.0559,2.2322,7.0366,7.0366
-6.3892,0.6120,137.5000,0.0554,2.2322,6.6081,6.6081
-5.9651,0.6424,138.0000,0.0549,2.2322,6.1965,6.1965
-5.5418,0.6823,138.4999,0.0544,2.2322,5.7852,5.7852
-5.1017,0.7338,139.0000,0.0537,2.2322,5.3564,5.3564
-4.7131,0.7880,139.5000,0.0530,2.2322,4.9338,4.9338
-4.3257,0.8500,140.0000,0.0521,2.2322,4.5444,4.5444
-3.9073,0.9260,140.4999,0.0511,2.2322,4.1435,4.1435
-3.4964,1.0097,141.0005,0.0497,2.2322,3.7164,3.7164
-3.0959,1.0999,141.5000,0.0086,2.2322,3.3037,4.2171
-2.6840,1.2022,142.0000,0.0035,2.2322,2.8730,3.7861
-2.2890,1.2987,142.5001,-0.0210,2.2322,2.4851,4.3228
-1.8644,1.4008,142.9999,-0.0250,2.2322,2.0614,3.8994
-1.4833,1.4857,143.5000,-0.0364,2.2322,1.6328,4.4027
-1.0870,1.5677,144.0000,-0.0383,2.2322,1.2488,4.0166
-0.6981,1.6399,144.5000,-0.0396,2.2322,0.8470,3.6061
-0.3664,1.6953,145.0000,-0.0413,2.2322,0.5337,4.2099
0.0375,1.7554,145.5000,-0.0416,2.2322,0.2604,3.8217
0.4484,1.8083,146.0000,-0.0383,2.2322,0.4136,4.3524
0.8650,1.8538,146.5000,-0.0376,2.8455,0.2241,3.9282
1.2942,1.8933,147.0007,-0.0321,2.8455,0.2928,4.4420
1.7170,1.9249,147.5001,-0.0267,3.2652,0.2518,4.9449
2.1521,1.9518,148.0000,-0.0223,3.2652,0.1932,5.4672
2.5562,1.9730,148.5000,-0.0216,3.6995,0.3538,5.0597
