x,y,time,steering_angle,speed_mps,cur_lat_dist_abs,trg_way_lon_dist
19.4225,0.3938,31.0000,0.1130,4.7339,0.3154,3.3351
19.7102,0.1241,31.5000,0.1353,4.3046,0.2202,2.9536
20.0635,-0.1565,32.0000,0.1527,4.3046,0.2197,2.5486
20.3859,-0.3714,32.5000,0.1401,4.0835,0.3245,3.0728
20.7215,-0.5567,33.0000,0.1417,4.0835,0.1421,2.7164
21.0835,-0.7257,33.5000,0.0318,4.7249,0.4343,4.1495
21.4656,-0.8714,34.0000,0.0201,4.7249,0.0460,3.7587
21.8717,-1.0246,34.5000,0.0120,4.7249,0.3953,3.3209
22.2580,-1.1714,35.0000,0.0044,4.7724,0.1252,2.8839
22.6208,-1.3104,35.5007,-0.0020,4.7724,0.2854,2.5086
23.0231,-1.4668,36.0000,-0.0607,4.2880,0.2901,3.9297
23.4195,-1.6220,36.5000,-0.0690,4.2880,0.2716,3.5133
23.8405,-1.8065,37.0000,-0.0744,4.2880,0.6733,3.0727
24.2045,-1.9839,37.5007,-0.0777,4.5457,0.8070,2.6692
24.5603,-2.1741,38.0000,-0.0426,4.5457,0.3825,4.0837
24.9452,-2.4022,38.5000,-0.0395,4.5457,0.1001,3.6587
25.3094,-2.6255,39.0000,-0.0370,4.5457,0.5124,3.2077
25.6858,-2.8634,39.5000,-0.0343,4.5457,0.9309,2.7867
26.0337,-3.0898,40.0000,0.0086,4.6811,0.5097,3.3070
26.3763,-3.3199,40.5000,0.0166,4.6811,0.1015,2.8934
26.7306,-3.5522,41.0000,0.0850,4.6811,0.3142,3.3593
27.1071,-3.7938,41.5000,0.0981,4.6811,0.7739,2.9053
27.4414,-3.9859,42.0000,0.1044,4.4961,0.7008,2.5408
27.7643,-4.1508,42.5000,0.2028,4.4961,0.3148,2.9487
28.1583,-4.3307,43.0000,0.2161,4.4961,0.1793,2.5535
28.5560,-4.4613,43.5000,0.3016,4.1596,0.4579,2.9058
28.9461,-4.5467,44.0000,0.3132,4.1596,0.2354,2.5350
29.3704,-4.5724,44.5000,0.3773,4.1596,0.5190,2.8547
29.7777,-4.5361,45.0014,0.3872,4.0064,0.3073,2.5035
30.1613,-4.4315,45.5001,0.3891,4.0064,0.5383,2.9339
30.5321,-4.2574,46.0000,0.3945,4.0020,0.3306,2.5858
30.8707,-4.0229,46.5008,0.3374,4.0020,0.5376,3.1060
31.1695,-3.7207,47.0000,0.3344,3.9798,0.3068,2.6974
31.4186,-3.3976,47.5000,0.2601,4.4205,0.4942,3.2374
31.6339,-3.0213,48.0000,0.2493,4.4205,0.1801,2.8250
31.8101,-2.6500,48.5007,0.1795,4.4205,0.4255,3.3557
31.9707,-2.2506,49.0000,0.1795,4.4205,0.1043,2.9125
32.1098,-1.8441,49.5000,0.1077,4.7777,0.3328,3.4330
32.2359,-1.4286,50.0000,0.0889,4.7907,0.1891,3.0116
32.3385,-1.0538,50.5001,0.0701,4.7907,0.2138,2.6091
32.4425,-0.6409,51.0000,0.0701,4.7907,0.2929,3.1177
32.5384,-0.2283,51.5000,0.0152,4.7994,0.1079,2.7200
32.6286,0.1577,52.0000,0.0024,4.7895,0.4271,3.2532
32.7154,0.5203,52.5000,-0.0059,4.7895,0.0655,2.8729
32.8149,0.9201,53.0000,0.0174,4.7895,0.3445,3.4088
32.9076,1.2748,53.5000,0.0163,4.7797,0.1827,2.9790
32.9869,1.5833,54.0000,0.0149,4.7797,0.1267,2.6993
33.0915,1.9968,54.5000,0.1416,4.7846,0.4191,3.0260
33.1926,2.3812,55.0001,0.1585,4.7846,0.0890,2.6477
33.2588,2.7171,55.5000,0.1585,4.7846,0.3544,3.1427
33.3028,3.0512,56.0002,0.2185,4.5051,0.3081,2.8230
33.3141,3.4678,56.5000,0.2185,4.5051,0.2611,3.3252
33.2711,3.8818,57.0013,0.1027,3.5962,0.4821,2.9125
33.2140,4.2774,57.5002,0.0912,3.5962,0.4084,2.4906
33.1423,4.6861,58.0000,-0.0461,4.6685,0.3423,2.9658
33.0546,5.1158,58.5000,-0.0793,4.6685,0.1565,2.5362
32.9857,5.5401,58.9999,-0.0751,3.5918,0.4081,3.0499
32.9444,5.9370,59.5000,-0.0842,3.5918,0.2655,2.6409
32.9191,6.3833,60.0000,-0.0921,4.3340,0.4038,2.2241
32.9151,6.7956,60.5000,0.0222,4.3340,0.1578,2.6966
32.9333,7.1851,61.0000,0.1208,4.2726,0.4590,3.1405
32.9481,7.5748,61.5000,0.1377,4.2726,0.1209,2.7838
32.9347,7.9847,62.0000,0.2012,4.2726,0.3454,3.2243
32.8948,8.3768,62.5000,0.2130,4.2168,0.2521,2.8378
32.8134,8.7647,63.0000,0.2182,4.2168,0.3022,2.4605
32.6973,9.1245,63.5000,0.2554,4.2465,0.3690,2.9553
32.5458,9.4764,64.0000,0.2597,4.2465,0.2410,2.5894
32.3545,9.8097,64.5000,0.2774,4.2698,0.4794,3.0756
32.1067,10.1457,65.0007,0.2792,4.2698,0.2196,2.6686
31.8285,10.4390,65.5000,0.2742,4.2698,0.4805,3.1598
31.5111,10.7017,66.0008,0.2728,4.3037,0.2215,2.7613
31.1506,10.9357,66.5000,0.2343,4.3037,0.4307,3.2778
30.7746,11.1192,67.0000,0.2266,4.3041,0.2335,2.8491
30.4018,11.2646,67.5000,0.2178,4.3041,0.3817,2.4545
29.9766,11.3916,68.0014,0.1580,4.4602,0.2266,2.9546
29.5729,11.4743,68.5002,0.1402,4.4602,0.3149,2.5433
29.1730,11.5379,69.0002,0.0944,4.7655,0.2861,3.0879
28.7299,11.5938,69.5000,0.0735,4.7655,0.2002,2.6509
28.3214,11.6362,70.0000,0.0434,4.7914,0.3632,3.1786
27.8951,11.6727,70.5000,0.0278,4.7914,0.1140,2.7474
27.4948,11.7049,71.0000,0.0145,4.7948,0.4314,3.2483
27.1247,11.7344,71.5002,0.0075,4.7948,0.1192,2.9063
26.7037,11.7696,72.0000,-0.0009,4.7948,0.3368,2.5011
26.3265,11.8028,72.5000,0.0007,4.7993,0.2420,3.0518
25.8959,11.8437,73.0001,-0.0031,4.7993,0.2123,2.6304
25.4835,11.8848,73.5003,0.0007,4.7960,0.3235,3.1402
25.0855,11.9267,74.0006,-0.0004,4.7960,0.1030,2.7480
24.6598,11.9722,74.5000,0.0026,4.7946,0.4597,3.2812
24.2701,12.0144,75.0000,0.0023,4.7946,0.0631,2.8642
23.8357,12.0611,75.5000,0.0037,4.7946,0.3829,3.3857
23.4292,12.1047,76.0000,0.0036,4.7956,0.1537,2.9748
23.0305,12.1468,76.5000,0.0034,4.7956,0.2591,2.5670
22.6238,12.1892,77.0001,0.0038,4.7966,0.2617,3.0855
22.1833,12.2344,77.5006,0.0036,4.7966,0.1696,2.6556
21.7615,12.2770,78.0000,0.0032,4.7975,0.3519,3.1762
21.3696,12.3160,78.5000,0.0029,4.7975,0.0538,2.7713
20.9735,12.3549,79.0000,0.0023,4.7975,0.4521,3.3139
20.5387,12.3971,79.5000,0.0021,4.7985,0.0607,2.8849
20.1087,12.4385,80.0000,0.0017,4.7985,0.3674,3.3986
19.7046,12.4771,80.5002,0.0015,4.7995,0.1561,2.9806
19.3005,12.5156,81.0000,0.0013,4.7995,0.2529,2.5717
18.9790,12.5460,81.5000,0.0013,4.7995,0.3537,3.1781
18.5698,12.5846,82.0000,0.0012,4.7995,0.0303,2.7942
18.2194,12.6175,82.5000,0.0013,4.7995,0.4302,3.3357
17.8371,12.6534,83.0000,0.0012,4.7985,0.1653,2.9897
17.4976,12.6850,83.5000,0.0012,4.7985,0.1807,2.6438
17.1103,12.7210,84.0004,0.0015,4.7975,0.3759,3.2002
16.7121,12.7578,84.5001,0.0015,4.7975,0.0093,2.8153
16.2899,12.7966,85.0000,0.0019,4.7975,0.4510,3.3148
15.9075,12.8315,85.5000,0.0019,4.7966,0.1165,2.9409
15.4873,12.8694,86.0000,0.0018,4.7966,0.3095,2.5150
15.0750,12.9063,86.5001,0.0021,4.7956,0.2381,3.0625
14.6687,12.9424,87.0001,0.0021,4.7956,0.1759,2.6486
14.2882,12.9759,87.5061,0.0021,4.7956,0.3527,3.1771
13.9784,13.0028,88.0000,0.0021,4.7952,0.0298,2.8541
13.7065,13.0264,88.5000,0.0020,4.7952,0.2323,2.5922
13.3130,13.0601,89.0003,0.0018,4.7961,0.3263,3.1508
12.9544,13.0906,89.5000,0.0017,4.7961,0.0347,2.7898
12.4980,13.1290,90.0000,0.0014,4.7973,0.4699,3.2944
12.0805,13.1638,90.5000,0.0013,4.7973,0.0550,2.8794
11.6580,13.1989,91.0002,0.0009,4.7973,0.3860,3.3801
11.2464,13.2328,91.5000,0.0009,4.7985,0.1424,2.9671
10.8328,13.2670,92.0000,0.0011,4.7985,0.2896,2.5350
10.3943,13.3034,92.5000,0.0005,4.7997,0.2289,3.0535
9.9937,13.3364,93.0000,0.0005,4.7997,0.1971,2.6275
9.5910,13.3696,93.5000,-0.0001,4.7990,0.3714,3.1959
9.2552,13.3973,94.0000,-0.0002,4.7990,0.0284,2.8529
8.8715,13.4290,94.5000,-0.0011,4.7990,0.3556,3.4100
8.4907,13.4604,95.0009,-0.0012,4.7975,0.1970,3.0210
8.0840,13.4943,95.5000,-0.0013,4.7975,0.1901,2.6339
7.6405,13.5315,96.0000,0.0007,4.5954,0.3033,3.1288
7.2270,13.5665,96.5000,0.0011,4.5954,0.1397,2.6858
6.8166,13.6013,97.0003,0.0399,4.1942,0.3998,3.1830
6.3942,13.6384,97.5000,0.0457,4.1942,0.0307,2.7539
5.9733,13.6657,98.0000,0.1600,4.1942,0.4284,3.1303
5.5499,13.6864,98.5000,0.1778,3.7773,0.0789,2.7106
5.1061,13.6679,99.0000,0.1859,3.7773,0.3591,2.2900
4.6965,13.6097,99.5000,0.2668,1.5000,0.2421,2.7235
4.2932,13.5165,100.0013,0.2796,1.5000,0.3356,2.3171
3.9065,13.3697,100.5000,0.2821,3.6441,0.3755,1.9137
3.5607,13.1831,101.0000,0.2505,3.6441,0.4454,2.4333
3.2383,12.9505,101.5003,0.1891,4.3783,0.2912,2.9616
2.9494,12.6879,102.0000,0.1768,4.3783,0.2964,2.6023
2.6452,12.3762,102.5001,0.0862,4.7871,0.3018,3.0915
2.3832,12.0811,103.0000,0.0629,4.7871,0.1431,2.7110
2.1107,11.7636,103.5000,-0.0776,4.7756,0.4036,3.0926
1.8240,11.4204,104.0000,-0.1125,4.7756,0.0574,2.6657
1.5372,11.1156,104.5000,-0.2237,4.7756,0.4588,3.0454
1.2111,10.8138,105.0000,-0.2514,4.4335,0.0839,2.6495
0.8458,10.5552,105.5001,-0.2645,4.4335,0.4018,3.1299
0.4948,10.3707,106.0000,-0.2732,3.8239,0.2446,2.7354
0.0745,10.2175,106.5000,-0.2772,3.8239,0.4435,2.3283
-0.3562,10.1262,107.0000,-0.2203,1.5000,0.2115,2.8431
-0.7884,10.0978,107.5000,-0.2086,1.5000,0.4437,2.3943
-1.2379,10.1070,108.0000,-0.1938,3.7055,0.1262,1.9750
-1.6591,10.1484,108.5000,-0.1118,3.7055,0.3560,2.4740
-2.0563,10.2099,109.0000,-0.0572,4.7656,0.1896,3.0054
-2.4674,10.2848,109.5000,-0.0324,4.7656,0.2317,2.6045
-2.8932,10.3665,110.0000,-0.0084,4.7867,0.2876,3.1027
-3.2966,10.4438,110.5000,0.0068,4.7867,0.1556,2.6989
-3.6970,10.5164,111.0000,0.0070,4.7849,0.4015,3.2150
-4.1061,10.5839,111.5000,0.0135,4.7849,0.1069,2.8030
-4.5258,10.6484,112.0000,0.0059,4.7849,0.4514,3.3286
-4.9293,10.7049,112.5000,0.0077,4.7994,0.1375,2.9164
-5.2766,10.7518,113.0000,0.0093,4.7994,0.2717,2.5729
-5.6737,10.8035,113.5002,-0.0001,4.7891,0.2923,3.1035
-6.0687,10.8524,114.0000,-0.0007,4.7891,0.1399,2.7116
-6.4955,10.9054,114.5000,-0.0053,4.7966,0.3941,3.2136
-6.9255,10.9585,115.0000,-0.0061,4.7966,0.0605,2.7964
-7.3374,11.0108,115.5000,-0.0074,4.7966,0.4685,3.2994
-7.7681,11.0669,116.0000,-0.0077,4.0921,0.0735,2.8922
-8.1996,11.1249,116.5011,-0.0078,4.0921,0.3848,2.4399
-8.6010,11.1805,117.0000,0.0269,3.7943,0.1444,2.9604
-9.0389,11.2440,117.5000,0.0326,3.7943,0.2801,2.5371
-9.4875,11.3012,118.0000,0.1419,2.7973,0.2260,2.9134
-9.9095,11.3507,118.5000,0.1629,2.7973,0.2230,2.4766
-10.3376,11.3667,119.0000,0.1732,1.5000,0.3077,2.0683
-10.7602,11.3441,119.5002,0.1773,1.5000,0.1813,1.6362
-11.1436,11.2902,120.0001,0.3558,3.8245,0.4231,2.0558
-11.5524,11.2050,120.5000,0.3460,3.8245,0.2283,2.5866
-11.9123,11.0589,121.0000,0.2790,3.9986,0.4533,3.1645
-12.2447,10.8497,121.5000,0.2739,3.9986,0.1633,2.7708
-12.5713,10.5870,122.0001,0.2687,3.9986,0.4548,2.3713
-12.8731,10.2829,122.5000,0.1741,4.0684,0.0741,2.8991
-13.1341,9.9508,123.0003,0.1512,4.0684,0.3571,2.4693
-13.3843,9.5979,123.5000,0.0822,4.3872,0.1594,2.9829
-13.6236,9.2375,124.0000,0.0563,4.3872,0.2599,2.5662
-13.8513,8.8824,124.5000,0.0203,4.7869,0.2553,3.0770
-14.0673,8.5394,125.0000,0.0029,4.7869,0.1494,2.6750
-14.3055,8.1680,125.5000,-0.0039,4.7975,0.3633,3.1810
-14.5395,7.8142,126.0002,-0.0130,4.7975,0.0956,2.7565
-14.8006,7.4301,126.5000,-0.0026,4.7895,0.4272,3.2475
-15.0281,7.1066,127.0001,-0.0047,4.7895,0.0907,2.8410
-15.2780,6.7549,127.5004,0.0398,4.7895,0.4333,3.3022
-15.5188,6.4218,128.0001,0.0445,4.7740,0.1384,2.8946
-15.7519,6.0845,128.5000,0.1377,4.7740,0.3201,3.2825
-15.9797,5.7455,129.0002,0.1505,4.7409,0.2437,2.8850
-16.1950,5.3664,129.5000,0.2575,4.7409,0.2339,3.1480
-16.3759,4.9842,130.0000,0.2719,4.3755,0.3648,2.7601
-16.4980,4.5951,130.5000,0.3981,4.3755,0.2847,2.8471
-16.5715,4.1829,131.0000,0.4145,3.8748,0.4903,2.5154
-16.5608,3.7804,131.5000,0.4807,3.8748,0.4504,2.7523
-16.4705,3.3801,132.0001,0.4963,3.8427,0.5337,2.4214
-16.3005,3.0243,132.5000,0.4614,3.8427,0.5509,2.9252
-16.0807,2.7321,133.0004,0.4709,3.5482,0.5418,2.6134
-15.7725,2.4489,133.5000,0.4825,3.5482,0.5836,2.2453
-15.4069,2.2265,134.0000,0.3737,4.1521,0.2860,2.7828
-14.9899,2.0912,134.5000,0.2765,4.1521,0.4742,3.3125
-14.5884,2.0038,135.0000,0.2642,4.6781,0.1006,2.8923
-14.1560,1.9489,135.5000,0.1847,4.6781,0.3429,3.4273
-13.7244,1.9155,136.0000,0.1643,4.7819,0.1718,2.9947
-13.3057,1.9028,136.5001,0.1453,4.7819,0.2694,2.5619
-12.9225,1.9072,137.0000,0.0822,4.7905,0.3010,3.1210
-12.5051,1.9253,137.5001,0.0569,4.7905,0.1450,2.6853
-12.0871,1.9499,138.0000,0.0217,4.7987,0.3965,3.2206
-11.6848,1.9769,138.5000,0.0057,4.7987,0.0099,2.8196
-11.3396,1.9979,139.0000,-0.0032,4.7987,0.3402,3.4271
-10.9298,2.0181,139.5000,-0.0121,4.6995,0.1820,2.9997
-10.5659,2.0318,140.0000,-0.0194,4.6995,0.2043,2.6311
-10.2067,2.0408,140.5002,-0.0124,4.5996,0.4285,3.2474
-9.8259,2.0444,141.0003,-0.0002,2.2322,9.9071,9.9071
-9.3838,2.0438,141.5000,-0.0001,2.2322,9.4699,9.4699
-8.9638,2.0429,142.0000,-0.0002,2.2322,9.0619,9.0619
-8.5258,2.0418,142.4999,-0.0003,2.2322,8.6179,8.6179
-8.0948,2.0406,143.0000,-0.0004,2.2322,8.1959,8.1959
-7.6588,2.0392,143.5000,-0.0004,2.2322,7.7599,7.7599
-7.2437,2.0379,144.0014,-0.0005,2.2322,7.3128,7.3128
-6.7957,2.0365,144.5000,-0.0006,2.2322,6.8998,6.8998
-6.3777,2.0351,145.0000,-0.0006,2.2322,6.4518,6.4518
-5.9757,2.0338,145.5000,-0.0007,2.2322,6.0528,6.0528
-5.5807,2.0325,146.0000,-0.0008,2.2322,5.6468,5.6468
-5.1498,2.0310,146.5000,-0.0010,2.2322,5.2228,5.2228
-4.7238,2.0296,147.0000,-0.0012,2.2322,4.7908,4.7908
-4.3117,2.0282,147.5000,-0.0013,2.2322,4.3898,4.3898
-3.8736,2.0265,148.0000,-0.0013,2.2322,3.9577,3.9577
-3.4516,2.0245,148.5000,-0.0013,2.2322,3.5417,3.5417
-3.0055,2.0221,149.0013,-0.0013,2.2322,3.1006,3.1006
-2.5845,2.0196,149.5003,-0.0013,2.2322,2.6806,2.6806
-2.1485,2.0167,150.0000,-0.0012,2.2322,2.2345,2.2345
-1.7694,2.0140,150.5000,-0.0011,2.2322,1.8475,1.8475
-1.3344,2.0106,151.0000,0.0036,2.2322,1.4235,2.3648
-0.9216,2.0070,151.5001,0.0049,2.2322,0.9866,1.9280
-0.4869,2.0042,152.0016,0.0052,2.2322,0.5609,2.4438
-0.0651,2.0027,152.5000,0.0055,2.2322,0.1491,2.0320
0.3446,2.0023,153.0001,0.0038,2.2322,0.2617,2.5626
0.7695,2.0033,153.5000,0.0033,2.8455,0.2549,2.1378
1.2134,2.0050,154.0000,0.0017,2.8455,0.1960,2.6285
1.6384,2.0073,154.5000,0.0011,3.2652,0.3095,2.1925
2.0544,2.0097,155.0072,0.0011,3.2652,0.1155,2.7090
2.4214,2.0119,155.5000,-0.0000,3.6995,0.4659,2.3490
